"","subject","condition","Trial","Behavior","sum_duration","Block","trial_order","Trial_duration","trial_overall","proportion_peeking"
"1","ES101","Functional",1,"Right side peek",6.573,1,"1",48.515,1,0.135483870967742
"2","ES102","Non-functional",1,"Right side peek",4.749,1,"2",40.997,1,0.115837744225187
"3","ES108","Functional",1,"Peek on top",8.492,2,"2",28.75,5,0.295373913043478
"4","ES108","Functional",2,"Peek on top",11.749,2,"2",28.997,6,0.405179846190985
"5","ES108","Functional",2,"Peephole peek",8.496,2,"2",28.997,6,0.292995827154533
"6","ES111","Non-functional",2,"Right side peek",1.493,1,"2",28.498,2,0.0523896413783423
"7","ES112","Non-functional",1,"Right side peek",0.817,2,"1",32.032,5,0.0255057442557443
"8","ES112","Non-functional",3,"Right box (side)",4.155,2,"1",28.979,7,0.143379688740122
"9","ES113","Functional",1,"Right box (side)",28.011,2,"2",35.686,5,0.784929664294121
"10","ES113","Functional",2,"Right box (side)",26.76,2,"2",34.918,6,0.766366916776448
"11","ES113","Functional",3,"Right box (side)",27.143,2,"2",35.085,7,0.773635456747898
"12","ES113","Functional",4,"Right box (side)",26.343,2,"2",31.848,8,0.827147701582517
"13","ES113","Non-functional",1,"Right side peek",2.035,1,"2",38.055,1,0.0534752332150834
"14","ES113","Non-functional",2,"Right side peek",1.218,1,"2",36.77,2,0.0331248300244765
"15","ES113","Non-functional",4,"Right box (side)",26.126,1,"2",32.666,4,0.799791832486377
"16","ES114","Functional",1,"Right box (side)",18.168,1,"1",44.761,1,0.405889055204307
"17","ES115","Functional",3,"Right box (side)",8.642,2,"2",31.065,7,0.27819089006921
"18","ES115","Non-functional",1,"Right box (side)",3.503,1,"2",37.905,1,0.0924152486479356
"19","ES115","Non-functional",3,"Right box (side)",3.921,1,"2",26.16,3,0.149885321100917
"20","ES116","Non-functional",1,"Right box (side)",1.585,2,"1",30.531,5,0.0519144476106253
"21","ES116","Non-functional",4,"Peek on top",4.155,2,"1",28.012,8,0.148329287448236
"22","ES118","Functional",3,"Right box (side)",2.519,2,"2",33.884,7,0.074341872270098
"23","ES118","Non-functional",3,"Right box (side)",29.146,1,"2",38.171,3,0.763563962170234
"24","ES124","Functional",4,"Right side peek",0.752,1,"1",44.999,4,0.0167114824773884
"25","ES124","Non-functional",4,"Right side peek",2.001,2,"1",36.734,8,0.0544726955953612
"26","ES129","Non-functional",1,"Right side peek",5.748,1,"2",40.501,1,0.141922421668601
"27","ES135","Functional",1,"Right side peek",2.517,1,"1",45.761,1,0.055003168637049
"28","ES135","Non-functional",1,"Right side peek",3.736,2,"1",27.76,5,0.134582132564841
"29","ES136","Non-functional",1,"Right side peek",2.496,1,"2",34.527,1,0.072291250325832
"30","ES136","Non-functional",3,"Peephole peek",2.229,1,"2",26.004,3,0.0857175819104753
"31","Es125","Non-functional",4,"Peephole peek",0.999,1,"2",31.999,4,0.0312197256164255
"32","ES101","Functional",1,"Peek on top",0,1,"1",48.515,1,0
"33","ES102","Functional",1,"Peek on top",0,2,"2",46,5,0
"34","ES103","Functional",1,"Peek on top",0,1,"1",42.745,1,0
"35","ES104","Functional",1,"Peek on top",0,2,"2",42.242,5,0
"36","ES106","Functional",1,"Peek on top",0,2,"2",54.254,5,0
"37","ES110","Functional",1,"Peek on top",0,1,"1",30.757,1,0
"38","ES111","Functional",1,"Peek on top",0,2,"2",30.004,5,0
"39","ES112","Functional",1,"Peek on top",0,1,"1",25.426,1,0
"40","ES113","Functional",1,"Peek on top",0,2,"2",35.686,5,0
"41","ES114","Functional",1,"Peek on top",0,1,"1",44.761,1,0
"42","ES115","Functional",1,"Peek on top",0,2,"2",31.314,5,0
"43","ES116","Functional",1,"Peek on top",0,1,"1",33.217,1,0
"44","ES117","Functional",1,"Peek on top",0,1,"1",45.512,1,0
"45","ES118","Functional",1,"Peek on top",0,2,"2",37.404,5,0
"46","ES119","Functional",1,"Peek on top",0,1,"1",48.449,1,0
"47","ES120","Functional",1,"Peek on top",0,1,"1",35.575,1,0
"48","ES122","Functional",1,"Peek on top",0,1,"1",28.497,1,0
"49","ES123","Functional",1,"Peek on top",0,1,"1",32.25,1,0
"50","ES124","Functional",1,"Peek on top",0,1,"1",50.752,1,0
"51","Es125","Functional",1,"Peek on top",0,2,"2",28.747,5,0
"52","ES126","Functional",1,"Peek on top",0,1,"1",39.546,1,0
"53","ES127","Functional",1,"Peek on top",0,1,"1",35.496,1,0
"54","ES128","Functional",1,"Peek on top",0,1,"1",42.503,1,0
"55","ES129","Functional",1,"Peek on top",0,2,"2",37.5,5,0
"56","ES130","Functional",1,"Peek on top",0,1,"1",33.795,1,0
"57","ES132","Functional",1,"Peek on top",0,1,"1",37.701,1,0
"58","ES133","Functional",1,"Peek on top",0,1,"1",37.51,1,0
"59","ES134","Functional",1,"Peek on top",0,2,"2",37.012,5,0
"60","ES135","Functional",1,"Peek on top",0,1,"1",45.761,1,0
"61","ES136","Functional",1,"Peek on top",0,2,"2",28.998,5,0
"62","ES101","Non-functional",1,"Peek on top",0,2,"1",42.242,5,0
"63","ES102","Non-functional",1,"Peek on top",0,1,"2",40.997,1,0
"64","ES103","Non-functional",1,"Peek on top",0,2,"1",39.007,5,0
"65","ES104","Non-functional",1,"Peek on top",0,1,"2",47.914,1,0
"66","ES106","Non-functional",1,"Peek on top",0,1,"2",52.755,1,0
"67","ES108","Non-functional",1,"Peek on top",0,1,"2",31.746,1,0
"68","ES110","Non-functional",1,"Peek on top",0,2,"1",27.498,5,0
"69","ES111","Non-functional",1,"Peek on top",0,1,"2",34.842,1,0
"70","ES112","Non-functional",1,"Peek on top",0,2,"1",32.032,5,0
"71","ES113","Non-functional",1,"Peek on top",0,1,"2",38.055,1,0
"72","ES114","Non-functional",1,"Peek on top",0,2,"1",41.625,5,0
"73","ES115","Non-functional",1,"Peek on top",0,1,"2",37.905,1,0
"74","ES116","Non-functional",1,"Peek on top",0,2,"1",30.531,5,0
"75","ES117","Non-functional",1,"Peek on top",0,2,"1",40.023,5,0
"76","ES118","Non-functional",1,"Peek on top",0,1,"2",36.153,1,0
"77","ES119","Non-functional",1,"Peek on top",0,2,"1",32.899,5,0
"78","ES120","Non-functional",1,"Peek on top",0,2,"1",11.748,5,0
"79","ES122","Non-functional",1,"Peek on top",0,2,"1",30.82,5,0
"80","ES123","Non-functional",1,"Peek on top",0,2,"1",32.248,5,0
"81","ES124","Non-functional",1,"Peek on top",0,2,"1",47.25,5,0
"82","Es125","Non-functional",1,"Peek on top",0,1,"2",32.252,1,0
"83","ES126","Non-functional",1,"Peek on top",0,2,"1",34.434,5,0
"84","ES127","Non-functional",1,"Peek on top",0,2,"1",41.753,5,0
"85","ES128","Non-functional",1,"Peek on top",0,2,"1",38.506,5,0
"86","ES129","Non-functional",1,"Peek on top",0,1,"2",40.501,1,0
"87","ES130","Non-functional",1,"Peek on top",0,2,"1",40.631,5,0
"88","ES132","Non-functional",1,"Peek on top",0,2,"1",37.309,5,0
"89","ES133","Non-functional",1,"Peek on top",0,2,"1",42.003,5,0
"90","ES134","Non-functional",1,"Peek on top",0,1,"2",36.744,1,0
"91","ES135","Non-functional",1,"Peek on top",0,2,"1",27.76,5,0
"92","ES136","Non-functional",1,"Peek on top",0,1,"2",34.527,1,0
"93","ES101","Functional",2,"Peek on top",0,1,"1",44.744,2,0
"94","ES102","Functional",2,"Peek on top",0,2,"2",45.501,6,0
"95","ES103","Functional",2,"Peek on top",0,1,"1",37.499,2,0
"96","ES104","Functional",2,"Peek on top",0,2,"2",44.178,6,0
"97","ES106","Functional",2,"Peek on top",0,2,"2",42.75,6,0
"98","ES110","Functional",2,"Peek on top",0,1,"1",30.504,2,0
"99","ES111","Functional",2,"Peek on top",0,2,"2",28.505,6,0
"100","ES112","Functional",2,"Peek on top",0,1,"1",26.893,2,0
"101","ES113","Functional",2,"Peek on top",0,2,"2",34.918,6,0
"102","ES114","Functional",2,"Peek on top",0,1,"1",41.809,2,0
"103","ES115","Functional",2,"Peek on top",0,2,"2",33.083,6,0
"104","ES116","Functional",2,"Peek on top",0,1,"1",29.779,2,0
"105","ES117","Functional",2,"Peek on top",0,1,"1",41.842,2,0
"106","ES118","Functional",2,"Peek on top",0,2,"2",39.739,6,0
"107","ES119","Functional",2,"Peek on top",0,1,"1",34.651,2,0
"108","ES120","Functional",2,"Peek on top",0,1,"1",32.252,2,0
"109","ES122","Functional",2,"Peek on top",0,1,"1",28.751,2,0
"110","ES123","Functional",2,"Peek on top",0,1,"1",33.5,2,0
"111","ES124","Functional",2,"Peek on top",0,1,"1",38.496,2,0
"112","Es125","Functional",2,"Peek on top",0,2,"2",30.744,6,0
"113","ES126","Functional",2,"Peek on top",0,1,"1",37.298,2,0
"114","ES127","Functional",2,"Peek on top",0,1,"1",35.5,2,0
"115","ES128","Functional",2,"Peek on top",0,1,"1",39.247,2,0
"116","ES129","Functional",2,"Peek on top",0,2,"2",41.497,6,0
"117","ES130","Functional",2,"Peek on top",0,1,"1",33.033,2,0
"118","ES132","Functional",2,"Peek on top",0,1,"1",33.888,2,0
"119","ES133","Functional",2,"Peek on top",0,1,"1",34.745,2,0
"120","ES134","Functional",2,"Peek on top",0,2,"2",32.501,6,0
"121","ES135","Functional",2,"Peek on top",0,1,"1",30.743,2,0
"122","ES136","Functional",2,"Peek on top",0,2,"2",27.502,6,0
"123","ES101","Non-functional",2,"Peek on top",0,2,"1",43.944,6,0
"124","ES102","Non-functional",2,"Peek on top",0,1,"2",41.003,2,0
"125","ES103","Non-functional",2,"Peek on top",0,2,"1",34.754,6,0
"126","ES104","Non-functional",2,"Peek on top",0,1,"2",44.912,2,0
"127","ES106","Non-functional",2,"Peek on top",0,1,"2",57.25,2,0
"128","ES108","Non-functional",2,"Peek on top",0,1,"2",25.502,2,0
"129","ES110","Non-functional",2,"Peek on top",0,2,"1",30.998,6,0
"130","ES111","Non-functional",2,"Peek on top",0,1,"2",28.498,2,0
"131","ES112","Non-functional",2,"Peek on top",0,2,"1",23.74,6,0
"132","ES113","Non-functional",2,"Peek on top",0,1,"2",36.77,2,0
"133","ES114","Non-functional",2,"Peek on top",0,2,"1",37.27,6,0
"134","ES115","Non-functional",2,"Peek on top",0,1,"2",33.867,2,0
"135","ES116","Non-functional",2,"Peek on top",0,2,"1",36.469,6,0
"136","ES117","Non-functional",2,"Peek on top",0,2,"1",34.452,6,0
"137","ES118","Non-functional",2,"Peek on top",0,1,"2",33.316,2,0
"138","ES119","Non-functional",2,"Peek on top",0,2,"1",33.4,6,0
"139","ES120","Non-functional",2,"Peek on top",0,2,"1",27.499,6,0
"140","ES122","Non-functional",2,"Peek on top",0,2,"1",25.749,6,0
"141","ES123","Non-functional",2,"Peek on top",0,2,"1",32,6,0
"142","ES124","Non-functional",2,"Peek on top",0,2,"1",45.249,6,0
"143","Es125","Non-functional",2,"Peek on top",0,1,"2",32.254,2,0
"144","ES126","Non-functional",2,"Peek on top",0,2,"1",44.583,6,0
"145","ES127","Non-functional",2,"Peek on top",0,2,"1",35.501,6,0
"146","ES128","Non-functional",2,"Peek on top",0,2,"1",36.999,6,0
"147","ES129","Non-functional",2,"Peek on top",0,1,"2",40.75,2,0
"148","ES130","Non-functional",2,"Peek on top",0,2,"1",41.002,6,0
"149","ES132","Non-functional",2,"Peek on top",0,2,"1",34.746,6,0
"150","ES133","Non-functional",2,"Peek on top",0,2,"1",36.736,6,0
"151","ES134","Non-functional",2,"Peek on top",0,1,"2",34.509,2,0
"152","ES135","Non-functional",2,"Peek on top",0,2,"1",27.504,6,0
"153","ES136","Non-functional",2,"Peek on top",0,1,"2",24.816,2,0
"154","ES101","Functional",3,"Peek on top",0,1,"1",49.349,3,0
"155","ES102","Functional",3,"Peek on top",0,2,"2",39.997,7,0
"156","ES103","Functional",3,"Peek on top",0,1,"1",40.496,3,0
"157","ES104","Functional",3,"Peek on top",0,2,"2",47.314,7,0
"158","ES106","Functional",3,"Peek on top",0,2,"2",45.753,7,0
"159","ES108","Functional",3,"Peek on top",0,2,"2",27.993,7,0
"160","ES110","Functional",3,"Peek on top",0,1,"1",27.504,3,0
"161","ES111","Functional",3,"Peek on top",0,2,"2",30.001,7,0
"162","ES112","Functional",3,"Peek on top",0,1,"1",30.397,3,0
"163","ES113","Functional",3,"Peek on top",0,2,"2",35.085,7,0
"164","ES114","Functional",3,"Peek on top",0,1,"1",36.67,3,0
"165","ES115","Functional",3,"Peek on top",0,2,"2",31.065,7,0
"166","ES116","Functional",3,"Peek on top",0,1,"1",30.164,3,0
"167","ES117","Functional",3,"Peek on top",0,1,"1",37.037,3,0
"168","ES118","Functional",3,"Peek on top",0,2,"2",33.884,7,0
"169","ES119","Functional",3,"Peek on top",0,1,"1",32.299,3,0
"170","ES120","Functional",3,"Peek on top",0,1,"1",30,3,0
"171","ES122","Functional",3,"Peek on top",0,1,"1",31.751,3,0
"172","ES123","Functional",3,"Peek on top",0,1,"1",32.251,3,0
"173","ES124","Functional",3,"Peek on top",0,1,"1",36.999,3,0
"174","Es125","Functional",3,"Peek on top",0,2,"2",28.002,7,0
"175","ES126","Functional",3,"Peek on top",0,1,"1",36.002,3,0
"176","ES127","Functional",3,"Peek on top",0,1,"1",32.755,3,0
"177","ES128","Functional",3,"Peek on top",0,1,"1",36.747,3,0
"178","ES129","Functional",3,"Peek on top",0,2,"2",32.748,7,0
"179","ES130","Functional",3,"Peek on top",0,1,"1",36.268,3,0
"180","ES132","Functional",3,"Peek on top",0,1,"1",38.829,3,0
"181","ES133","Functional",3,"Peek on top",0,1,"1",50.504,3,0
"182","ES134","Functional",3,"Peek on top",0,2,"2",36.766,7,0
"183","ES135","Functional",3,"Peek on top",0,1,"1",30.744,3,0
"184","ES136","Functional",3,"Peek on top",0,2,"2",26.498,7,0
"185","ES101","Non-functional",3,"Peek on top",0,2,"1",36.603,7,0
"186","ES102","Non-functional",3,"Peek on top",0,1,"2",40.002,3,0
"187","ES103","Non-functional",3,"Peek on top",0,2,"1",33.754,7,0
"188","ES104","Non-functional",3,"Peek on top",0,1,"2",41.608,3,0
"189","ES106","Non-functional",3,"Peek on top",0,1,"2",56.751,3,0
"190","ES108","Non-functional",3,"Peek on top",0,1,"2",25.754,3,0
"191","ES110","Non-functional",3,"Peek on top",0,2,"1",31.246,7,0
"192","ES111","Non-functional",3,"Peek on top",0,1,"2",30.001,3,0
"193","ES112","Non-functional",3,"Peek on top",0,2,"1",28.979,7,0
"194","ES113","Non-functional",3,"Peek on top",0,1,"2",36.086,3,0
"195","ES114","Non-functional",3,"Peek on top",0,2,"1",38.021,7,0
"196","ES115","Non-functional",3,"Peek on top",0,1,"2",26.16,3,0
"197","ES116","Non-functional",3,"Peek on top",0,2,"1",35.869,7,0
"198","ES117","Non-functional",3,"Peek on top",0,2,"1",41.31,7,0
"199","ES118","Non-functional",3,"Peek on top",0,1,"2",38.171,3,0
"200","ES119","Non-functional",3,"Peek on top",0,2,"1",35.386,7,0
"201","ES120","Non-functional",3,"Peek on top",0,2,"1",25.502,7,0
"202","ES122","Non-functional",3,"Peek on top",0,2,"1",35.254,7,0
"203","ES123","Non-functional",3,"Peek on top",0,2,"1",32.752,7,0
"204","ES124","Non-functional",3,"Peek on top",0,2,"1",39.757,7,0
"205","Es125","Non-functional",3,"Peek on top",0,1,"2",33.254,3,0
"206","ES126","Non-functional",3,"Peek on top",0,2,"1",37.811,7,0
"207","ES127","Non-functional",3,"Peek on top",0,2,"1",34.25,7,0
"208","ES128","Non-functional",3,"Peek on top",0,2,"1",52.005,7,0
"209","ES129","Non-functional",3,"Peek on top",0,1,"2",35.254,3,0
"210","ES130","Non-functional",3,"Peek on top",0,2,"1",39.004,7,0
"211","ES132","Non-functional",3,"Peek on top",0,2,"1",34.831,7,0
"212","ES133","Non-functional",3,"Peek on top",0,2,"1",28.503,7,0
"213","ES134","Non-functional",3,"Peek on top",0,1,"2",39.003,3,0
"214","ES135","Non-functional",3,"Peek on top",0,2,"1",29.739,7,0
"215","ES136","Non-functional",3,"Peek on top",0,1,"2",26.004,3,0
"216","ES101","Functional",4,"Peek on top",0,1,"1",38.939,4,0
"217","ES102","Functional",4,"Peek on top",0,2,"2",38.752,8,0
"218","ES103","Functional",4,"Peek on top",0,1,"1",32.494,4,0
"219","ES104","Functional",4,"Peek on top",0,2,"2",44.11,8,0
"220","ES106","Functional",4,"Peek on top",0,2,"2",48.496,8,0
"221","ES108","Functional",4,"Peek on top",0,2,"2",29.743,8,0
"222","ES110","Functional",4,"Peek on top",0,1,"1",28,4,0
"223","ES111","Functional",4,"Peek on top",0,2,"2",30.999,8,0
"224","ES112","Functional",4,"Peek on top",0,1,"1",25.042,4,0
"225","ES113","Functional",4,"Peek on top",0,2,"2",31.848,8,0
"226","ES114","Functional",4,"Peek on top",0,1,"1",34.935,4,0
"227","ES115","Functional",4,"Peek on top",0,2,"2",30.664,8,0
"228","ES116","Functional",4,"Peek on top",0,1,"1",27.411,4,0
"229","ES117","Functional",4,"Peek on top",0,1,"1",37.621,4,0
"230","ES118","Functional",4,"Peek on top",0,2,"2",34.868,8,0
"231","ES119","Functional",4,"Peek on top",0,1,"1",32.099,4,0
"232","ES120","Functional",4,"Peek on top",0,1,"1",25.749,4,0
"233","ES122","Functional",4,"Peek on top",0,1,"1",29.773,4,0
"234","ES123","Functional",4,"Peek on top",0,1,"1",45.799,4,0
"235","ES124","Functional",4,"Peek on top",0,1,"1",44.999,4,0
"236","Es125","Functional",4,"Peek on top",0,2,"2",32.244,8,0
"237","ES126","Functional",4,"Peek on top",0,1,"1",31.003,4,0
"238","ES127","Functional",4,"Peek on top",0,1,"1",46.002,4,0
"239","ES128","Functional",4,"Peek on top",0,1,"1",39.997,4,0
"240","ES129","Functional",4,"Peek on top",0,2,"2",34.496,8,0
"241","ES130","Functional",4,"Peek on top",0,1,"1",36.453,4,0
"242","ES132","Functional",4,"Peek on top",0,1,"1",45.288,4,0
"243","ES133","Functional",4,"Peek on top",0,1,"1",34.257,4,0
"244","ES134","Functional",4,"Peek on top",0,2,"2",32.998,8,0
"245","ES135","Functional",4,"Peek on top",0,1,"1",30.746,4,0
"246","ES136","Functional",4,"Peek on top",0,2,"2",28.56,8,0
"247","ES101","Non-functional",4,"Peek on top",0,2,"1",44.044,8,0
"248","ES102","Non-functional",4,"Peek on top",0,1,"2",42.251,4,0
"249","ES103","Non-functional",4,"Peek on top",0,2,"1",40.752,8,0
"250","ES104","Non-functional",4,"Peek on top",0,1,"2",40.473,4,0
"251","ES106","Non-functional",4,"Peek on top",0,1,"2",48.751,4,0
"252","ES108","Non-functional",4,"Peek on top",0,1,"2",26.755,4,0
"253","ES110","Non-functional",4,"Peek on top",0,2,"1",26.002,8,0
"254","ES111","Non-functional",4,"Peek on top",0,1,"2",30.009,4,0
"255","ES112","Non-functional",4,"Peek on top",0,2,"1",26.126,8,0
"256","ES113","Non-functional",4,"Peek on top",0,1,"2",32.666,4,0
"257","ES114","Non-functional",4,"Peek on top",0,2,"1",36.954,8,0
"258","ES115","Non-functional",4,"Peek on top",0,1,"2",27.511,4,0
"259","ES117","Non-functional",4,"Peek on top",0,2,"1",41.041,8,0
"260","ES118","Non-functional",4,"Peek on top",0,1,"2",37.721,4,0
"261","ES119","Non-functional",4,"Peek on top",0,2,"1",37.654,8,0
"262","ES120","Non-functional",4,"Peek on top",0,2,"1",26.287,8,0
"263","ES122","Non-functional",4,"Peek on top",0,2,"1",31.499,8,0
"264","ES123","Non-functional",4,"Peek on top",0,2,"1",35.749,8,0
"265","ES124","Non-functional",4,"Peek on top",0,2,"1",36.734,8,0
"266","Es125","Non-functional",4,"Peek on top",0,1,"2",31.999,4,0
"267","ES126","Non-functional",4,"Peek on top",0,2,"1",38.503,8,0
"268","ES127","Non-functional",4,"Peek on top",0,2,"1",36.005,8,0
"269","ES128","Non-functional",4,"Peek on top",0,2,"1",37.404,8,0
"270","ES129","Non-functional",4,"Peek on top",0,1,"2",43.999,4,0
"271","ES130","Non-functional",4,"Peek on top",0,2,"1",41.687,8,0
"272","ES132","Non-functional",4,"Peek on top",0,2,"1",32.468,8,0
"273","ES133","Non-functional",4,"Peek on top",0,2,"1",36.75,8,0
"274","ES134","Non-functional",4,"Peek on top",0,1,"2",35.003,4,0
"275","ES135","Non-functional",4,"Peek on top",0,2,"1",32.251,8,0
"276","ES136","Non-functional",4,"Peek on top",0,1,"2",32.251,4,0
"277","ES101","Functional",1,"Peephole peek",0,1,"1",48.515,1,0
"278","ES102","Functional",1,"Peephole peek",0,2,"2",46,5,0
"279","ES103","Functional",1,"Peephole peek",0,1,"1",42.745,1,0
"280","ES104","Functional",1,"Peephole peek",0,2,"2",42.242,5,0
"281","ES106","Functional",1,"Peephole peek",0,2,"2",54.254,5,0
"282","ES108","Functional",1,"Peephole peek",0,2,"2",28.75,5,0
"283","ES110","Functional",1,"Peephole peek",0,1,"1",30.757,1,0
"284","ES111","Functional",1,"Peephole peek",0,2,"2",30.004,5,0
"285","ES112","Functional",1,"Peephole peek",0,1,"1",25.426,1,0
"286","ES113","Functional",1,"Peephole peek",0,2,"2",35.686,5,0
"287","ES114","Functional",1,"Peephole peek",0,1,"1",44.761,1,0
"288","ES115","Functional",1,"Peephole peek",0,2,"2",31.314,5,0
"289","ES116","Functional",1,"Peephole peek",0,1,"1",33.217,1,0
"290","ES117","Functional",1,"Peephole peek",0,1,"1",45.512,1,0
"291","ES118","Functional",1,"Peephole peek",0,2,"2",37.404,5,0
"292","ES119","Functional",1,"Peephole peek",0,1,"1",48.449,1,0
"293","ES120","Functional",1,"Peephole peek",0,1,"1",35.575,1,0
"294","ES122","Functional",1,"Peephole peek",0,1,"1",28.497,1,0
"295","ES123","Functional",1,"Peephole peek",0,1,"1",32.25,1,0
"296","ES124","Functional",1,"Peephole peek",0,1,"1",50.752,1,0
"297","Es125","Functional",1,"Peephole peek",0,2,"2",28.747,5,0
"298","ES126","Functional",1,"Peephole peek",0,1,"1",39.546,1,0
"299","ES127","Functional",1,"Peephole peek",0,1,"1",35.496,1,0
"300","ES128","Functional",1,"Peephole peek",0,1,"1",42.503,1,0
"301","ES129","Functional",1,"Peephole peek",0,2,"2",37.5,5,0
"302","ES130","Functional",1,"Peephole peek",0,1,"1",33.795,1,0
"303","ES132","Functional",1,"Peephole peek",0,1,"1",37.701,1,0
"304","ES133","Functional",1,"Peephole peek",0,1,"1",37.51,1,0
"305","ES134","Functional",1,"Peephole peek",0,2,"2",37.012,5,0
"306","ES135","Functional",1,"Peephole peek",0,1,"1",45.761,1,0
"307","ES136","Functional",1,"Peephole peek",0,2,"2",28.998,5,0
"308","ES101","Non-functional",1,"Peephole peek",0,2,"1",42.242,5,0
"309","ES102","Non-functional",1,"Peephole peek",0,1,"2",40.997,1,0
"310","ES103","Non-functional",1,"Peephole peek",0,2,"1",39.007,5,0
"311","ES104","Non-functional",1,"Peephole peek",0,1,"2",47.914,1,0
"312","ES106","Non-functional",1,"Peephole peek",0,1,"2",52.755,1,0
"313","ES108","Non-functional",1,"Peephole peek",0,1,"2",31.746,1,0
"314","ES110","Non-functional",1,"Peephole peek",0,2,"1",27.498,5,0
"315","ES111","Non-functional",1,"Peephole peek",0,1,"2",34.842,1,0
"316","ES112","Non-functional",1,"Peephole peek",0,2,"1",32.032,5,0
"317","ES113","Non-functional",1,"Peephole peek",0,1,"2",38.055,1,0
"318","ES114","Non-functional",1,"Peephole peek",0,2,"1",41.625,5,0
"319","ES115","Non-functional",1,"Peephole peek",0,1,"2",37.905,1,0
"320","ES116","Non-functional",1,"Peephole peek",0,2,"1",30.531,5,0
"321","ES117","Non-functional",1,"Peephole peek",0,2,"1",40.023,5,0
"322","ES118","Non-functional",1,"Peephole peek",0,1,"2",36.153,1,0
"323","ES119","Non-functional",1,"Peephole peek",0,2,"1",32.899,5,0
"324","ES120","Non-functional",1,"Peephole peek",0,2,"1",11.748,5,0
"325","ES122","Non-functional",1,"Peephole peek",0,2,"1",30.82,5,0
"326","ES123","Non-functional",1,"Peephole peek",0,2,"1",32.248,5,0
"327","ES124","Non-functional",1,"Peephole peek",0,2,"1",47.25,5,0
"328","Es125","Non-functional",1,"Peephole peek",0,1,"2",32.252,1,0
"329","ES126","Non-functional",1,"Peephole peek",0,2,"1",34.434,5,0
"330","ES127","Non-functional",1,"Peephole peek",0,2,"1",41.753,5,0
"331","ES128","Non-functional",1,"Peephole peek",0,2,"1",38.506,5,0
"332","ES129","Non-functional",1,"Peephole peek",0,1,"2",40.501,1,0
"333","ES130","Non-functional",1,"Peephole peek",0,2,"1",40.631,5,0
"334","ES132","Non-functional",1,"Peephole peek",0,2,"1",37.309,5,0
